Rk,Squad,Comp,Num_of_Players,Weekly_Wages,Annual_Wages,Pct_Estimated,Season,Weekly_Wages_EUR,Weekly_Wages_GBP,Weekly_Wages_USD,Annual_Wages_EUR,Annual_Wages_GBP,Annual_Wages_USD
1,Barcelona,La Liga,33,"€ 4,682,115 (£ 3,925,993, $4,771,599)","€ 243,470,000 (£ 204,151,634, $248,123,125)",100%,2017-2018,4682115.0,3925993.0,4771599.0,243470000.0,204151634.0,248123125.0
2,Real Madrid,La Liga,33,"€ 3,949,904 (£ 3,312,027, $4,025,393)","€ 205,395,000 (£ 172,225,426, $209,320,446)",100%,2017-2018,3949904.0,3312027.0,4025393.0,205395000.0,172225426.0,209320446.0
3,Paris S-G,Ligue 1,35,"€ 3,895,462 (£ 3,266,377, $3,969,910)","€ 202,564,000 (£ 169,851,608, $206,435,344)",100%,2017-2018,3895462.0,3266377.0,3969910.0,202564000.0,169851608.0,206435344.0
4,Manchester Utd,Premier League,35,"€ 3,810,955 (£ 3,195,596, $3,883,356)","€ 198,169,670 (£ 166,171,000, $201,934,520)",100%,2017-2018,3810955.0,3195596.0,3883356.0,198169670.0,166171000.0,201934520.0
5,Arsenal,Premier League,45,"€ 3,629,433 (£ 3,043,385, $3,698,385)","€ 188,730,521 (£ 158,256,000, $192,316,043)",100%,2017-2018,3629433.0,3043385.0,3698385.0,188730521.0,158256000.0,192316043.0
6,Bayern Munich,Bundesliga,38,"€ 3,491,942 (£ 2,928,023, $3,558,679)","€ 181,581,000 (£ 152,257,190, $185,051,324)",100%,2017-2018,3491942.0,2928023.0,3558679.0,181581000.0,152257190.0,185051324.0
7,Manchester City,Premier League,32,"€ 3,474,446 (£ 2,913,423, $3,540,453)","€ 180,671,167 (£ 151,498,000, $184,103,578)",100%,2017-2018,3474446.0,2913423.0,3540453.0,180671167.0,151498000.0,184103578.0
8,Chelsea,Premier League,46,"€ 2,790,189 (£ 2,339,654, $2,843,197)","€ 145,089,806 (£ 121,662,000, $147,846,240)",100%,2017-2018,2790189.0,2339654.0,2843197.0,145089806.0,121662000.0,147846240.0
9,Juventus,Serie A,33,"€ 2,717,212 (£ 2,278,405, $2,769,142)","€ 141,295,000 (£ 118,477,041, $143,995,386)",100%,2017-2018,2717212.0,2278405.0,2769142.0,141295000.0,118477041.0,143995386.0
10,Liverpool,Premier League,34,"€ 2,194,158 (£ 1,839,865, $2,235,843)","€ 114,096,241 (£ 95,673,000, $116,263,857)",100%,2017-2018,2194158.0,1839865.0,2235843.0,114096241.0,95673000.0,116263857.0
11,Milan,Serie A,42,"€ 2,035,731 (£ 1,706,977, $2,074,637)","€ 105,858,000 (£ 88,762,823, $107,881,122)",100%,2017-2018,2035731.0,1706977.0,2074637.0,105858000.0,88762823.0,107881122.0
12,Everton,Premier League,48,"€ 1,959,476 (£ 1,643,077, $1,996,702)","€ 101,892,731 (£ 85,440,000, $103,828,499)",100%,2017-2018,1959476.0,1643077.0,1996702.0,101892731.0,85440000.0,103828499.0
13,Atlético Madrid,La Liga,37,"€ 1,895,154 (£ 1,589,102, $1,931,373)","€ 98,548,000 (£ 82,633,324, $100,431,417)",100%,2017-2018,1895154.0,1589102.0,1931373.0,98548000.0,82633324.0,100431417.0
14,Tottenham,Premier League,34,"€ 1,841,549 (£ 1,544,192, $1,876,535)","€ 95,760,561 (£ 80,298,000, $97,579,832)",100%,2017-2018,1841549.0,1544192.0,1876535.0,95760561.0,80298000.0,97579832.0
15,West Ham,Premier League,41,"€ 1,594,665 (£ 1,337,173, $1,624,961)","€ 82,922,601 (£ 69,533,000, $84,497,976)",100%,2017-2018,1594665.0,1337173.0,1624961.0,82922601.0,69533000.0,84497976.0
16,Dortmund,Bundesliga,33,"€ 1,593,981 (£ 1,336,566, $1,624,444)","€ 82,887,000 (£ 69,501,446, $84,471,113)",100%,2017-2018,1593981.0,1336566.0,1624444.0,82887000.0,69501446.0,84471113.0
17,Southampton,Premier League,29,"€ 1,561,182 (£ 1,309,096, $1,590,841)","€ 81,181,461 (£ 68,073,000, $82,723,752)",100%,2017-2018,1561182.0,1309096.0,1590841.0,81181461.0,68073000.0,82723752.0
18,Crystal Palace,Premier League,41,"€ 1,560,448 (£ 1,308,481, $1,590,094)","€ 81,143,294 (£ 68,041,000, $82,684,869)",100%,2017-2018,1560448.0,1308481.0,1590094.0,81143294.0,68041000.0,82684869.0
19,Napoli,Serie A,40,"€ 1,495,019 (£ 1,253,586, $1,523,592)","€ 77,741,000 (£ 65,186,483, $79,226,760)",100%,2017-2018,1495019.0,1253586.0,1523592.0,77741000.0,65186483.0,79226760.0
20,Inter,Serie A,34,"€ 1,488,923 (£ 1,248,475, $1,517,379)","€ 77,424,000 (£ 64,920,676, $78,903,702)",100%,2017-2018,1488923.0,1248475.0,1517379.0,77424000.0,64920676.0,78903702.0
21,Leicester City,Premier League,34,"€ 1,470,226 (£ 1,232,827, $1,498,157)","€ 76,451,744 (£ 64,107,000, $77,904,185)",100%,2017-2018,1470226.0,1232827.0,1498157.0,76451744.0,64107000.0,77904185.0
22,Roma,Serie A,47,"€ 1,413,231 (£ 1,185,006, $1,440,240)","€ 73,488,000 (£ 61,620,307, $74,892,476)",100%,2017-2018,1413231.0,1185006.0,1440240.0,73488000.0,61620307.0,74892476.0
23,West Brom,Premier League,33,"€ 1,354,341 (£ 1,135,654, $1,380,071)","€ 70,425,716 (£ 59,054,000, $71,763,674)",100%,2017-2018,1354341.0,1135654.0,1380071.0,70425716.0,59054000.0,71763674.0
24,Sevilla,La Liga,33,"€ 1,318,865 (£ 1,105,880, $1,344,071)","€ 68,581,000 (£ 57,505,743, $69,891,700)",100%,2017-2018,1318865.0,1105880.0,1344071.0,68581000.0,57505743.0,69891700.0
25,Monaco,Ligue 1,38,"€ 1,314,423 (£ 1,102,155, $1,339,544)","€ 68,350,000 (£ 57,312,046, $69,656,287)",100%,2017-2018,1314423.0,1102155.0,1339544.0,68350000.0,57312046.0,69656287.0
26,Valencia,La Liga,31,"€ 1,168,827 (£ 980,071, $1,191,165)","€ 60,779,000 (£ 50,963,701, $61,940,590)",100%,2017-2018,1168827.0,980071.0,1191165.0,60779000.0,50963701.0,61940590.0
27,Stoke City,Premier League,35,"€ 1,124,956 (£ 943,308, $1,146,328)","€ 58,497,686 (£ 49,052,000, $59,609,032)",100%,2017-2018,1124956.0,943308.0,1146328.0,58497686.0,49052000.0,59609032.0
28,Lazio,Serie A,44,"€ 1,122,635 (£ 941,339, $1,144,090)","€ 58,377,000 (£ 48,949,604, $59,492,678)",100%,2017-2018,1122635.0,941339.0,1144090.0,58377000.0,48949604.0,59492678.0
29,Wolfsburg,Bundesliga,33,"€ 1,119,346 (£ 938,581, $1,140,739)","€ 58,206,000 (£ 48,806,218, $59,318,416)",100%,2017-2018,1119346.0,938581.0,1140739.0,58206000.0,48806218.0,59318416.0
30,Swansea City,Premier League,37,"€ 1,095,623 (£ 918,712, $1,116,438)","€ 56,972,393 (£ 47,773,000, $58,054,764)",100%,2017-2018,1095623.0,918712.0,1116438.0,56972393.0,47773000.0,58054764.0
31,Leverkusen,Bundesliga,27,"€ 1,093,019 (£ 916,506, $1,113,909)","€ 56,837,000 (£ 47,658,301, $57,923,248)",100%,2017-2018,1093019.0,916506.0,1113909.0,56837000.0,47658301.0,57923248.0
32,Watford,Premier League,37,"€ 1,065,878 (£ 893,769, $1,086,127)","€ 55,425,638 (£ 46,476,000, $56,478,625)",100%,2017-2018,1065878.0,893769.0,1086127.0,55425638.0,46476000.0,56478625.0
33,Marseille,Ligue 1,29,"€ 1,005,423 (£ 843,056, $1,024,638)","€ 52,282,000 (£ 43,838,893, $53,281,198)",100%,2017-2018,1005423.0,843056.0,1024638.0,52282000.0,43838893.0,53281198.0
34,Bournemouth,Premier League,37,"€ 987,558 (£ 828,096, $1,006,320)","€ 51,353,032 (£ 43,061,000, $52,328,645)",100%,2017-2018,987558.0,828096.0,1006320.0,51353032.0,43061000.0,52328645.0
35,Newcastle Utd,Premier League,37,"€ 968,248 (£ 811,904, $986,643)","€ 50,348,890 (£ 42,219,000, $51,305,427)",100%,2017-2018,968248.0,811904.0,986643.0,50348890.0,42219000.0,51305427.0
36,Brighton,Premier League,43,"€ 915,271 (£ 767,481, $932,659)","€ 47,594,066 (£ 39,909,000, $48,498,265)",100%,2017-2018,915271.0,767481.0,932659.0,47594066.0,39909000.0,48498265.0
37,Gladbach,Bundesliga,35,"€ 859,173 (£ 720,424, $875,593)","€ 44,677,000 (£ 37,462,041, $45,530,856)",100%,2017-2018,859173.0,720424.0,875593.0,44677000.0,37462041.0,45530856.0
38,RB Leipzig,Bundesliga,28,"€ 815,481 (£ 683,787, $831,066)","€ 42,405,000 (£ 35,556,948, $43,215,431)",100%,2017-2018,815481.0,683787.0,831066.0,42405000.0,35556948.0,43215431.0
39,Celta Vigo,La Liga,66,"€ 809,442 (£ 678,724, $824,912)","€ 42,091,000 (£ 35,293,656, $42,895,429)",100%,2017-2018,809442.0,678724.0,824912.0,42091000.0,35293656.0,42895429.0
40,Schalke 04,Bundesliga,29,"€ 801,500 (£ 672,064, $816,818)","€ 41,678,000 (£ 34,947,350, $42,474,540)",100%,2017-2018,801500.0,672064.0,816818.0,41678000.0,34947350.0,42474540.0
41,Real Sociedad,La Liga,30,"€ 798,365 (£ 669,436, $813,623)","€ 41,515,000 (£ 34,810,672, $42,308,420)",100%,2017-2018,798365.0,669436.0,813623.0,41515000.0,34810672.0,42308420.0
42,Athletic Club,La Liga,33,"€ 760,712 (£ 637,863, $775,250)","€ 39,557,000 (£ 33,168,876, $40,313,004)",100%,2017-2018,760712.0,637863.0,775250.0,39557000.0,33168876.0,40313004.0
43,Burnley,Premier League,30,"€ 746,660 (£ 626,096, $760,845)","€ 38,826,329 (£ 32,557,000, $39,563,962)",100%,2017-2018,746660.0,626096.0,760845.0,38826329.0,32557000.0,39563962.0
44,Hoffenheim,Bundesliga,36,"€ 746,250 (£ 625,737, $760,512)","€ 38,805,000 (£ 32,538,318, $39,546,630)",100%,2017-2018,746250.0,625737.0,760512.0,38805000.0,32538318.0,39546630.0
45,Lyon,Ligue 1,34,"€ 712,942 (£ 597,808, $726,568)","€ 37,073,000 (£ 31,086,023, $37,781,525)",100%,2017-2018,712942.0,597808.0,726568.0,37073000.0,31086023.0,37781525.0
46,Sampdoria,Serie A,39,"€ 673,923 (£ 565,090, $686,803)","€ 35,044,000 (£ 29,384,691, $35,713,748)",100%,2017-2018,673923.0,565090.0,686803.0,35044000.0,29384691.0,35713748.0
47,Hamburger SV,Bundesliga,34,"€ 658,231 (£ 551,932, $670,811)","€ 34,228,000 (£ 28,700,464, $34,882,158)",100%,2017-2018,658231.0,551932.0,670811.0,34228000.0,28700464.0,34882158.0
48,Villarreal,La Liga,41,"€ 626,654 (£ 525,455, $638,630)","€ 32,586,000 (£ 27,323,636, $33,208,772)",100%,2017-2018,626654.0,525455.0,638630.0,32586000.0,27323636.0,33208772.0
49,Fiorentina,Serie A,41,"€ 607,923 (£ 509,749, $619,541)","€ 31,612,000 (£ 26,506,931, $32,216,154)",100%,2017-2018,607923.0,509749.0,619541.0,31612000.0,26506931.0,32216154.0
50,Genoa,Serie A,44,"€ 599,154 (£ 502,396, $610,605)","€ 31,156,000 (£ 26,124,570, $31,751,443)",100%,2017-2018,599154.0,502396.0,610605.0,31156000.0,26124570.0,31751443.0
51,Espanyol,La Liga,29,"€ 595,058 (£ 498,961, $606,430)","€ 30,943,000 (£ 25,945,961, $31,534,373)",100%,2017-2018,595058.0,498961.0,606430.0,30943000.0,25945961.0,31534373.0
52,Sassuolo,Serie A,39,"€ 591,462 (£ 495,946, $602,765)","€ 30,756,000 (£ 25,789,166, $31,343,797)",100%,2017-2018,591462.0,495946.0,602765.0,30756000.0,25789166.0,31343797.0
53,Levante,La Liga,41,"€ 588,731 (£ 493,656, $599,982)","€ 30,614,000 (£ 25,670,098, $31,199,086)",100%,2017-2018,588731.0,493656.0,599982.0,30614000.0,25670098.0,31199086.0
54,Huddersfield,Premier League,36,"€ 587,269 (£ 492,442, $598,426)","€ 30,538,003 (£ 25,607,000, $31,118,172)",100%,2017-2018,587269.0,492442.0,598426.0,30538003.0,25607000.0,31118172.0
55,Stuttgart,Bundesliga,35,"€ 562,923 (£ 472,016, $573,682)","€ 29,272,000 (£ 24,544,814, $29,831,438)",100%,2017-2018,562923.0,472016.0,573682.0,29272000.0,24544814.0,29831438.0
56,Köln,Bundesliga,38,"€ 562,635 (£ 471,774, $573,387)","€ 29,257,000 (£ 24,532,242, $29,816,147)",100%,2017-2018,562635.0,471774.0,573387.0,29257000.0,24532242.0,29816147.0
57,Torino,Serie A,51,"€ 532,154 (£ 446,216, $542,324)","€ 27,672,000 (£ 23,203,209, $28,200,854)",100%,2017-2018,532154.0,446216.0,542324.0,27672000.0,23203209.0,28200854.0
58,Werder Bremen,Bundesliga,33,"€ 524,308 (£ 439,636, $534,328)","€ 27,264,000 (£ 22,861,089, $27,785,063)",100%,2017-2018,524308.0,439636.0,534328.0,27264000.0,22861089.0,27785063.0
59,Lille,Ligue 1,32,"€ 520,846 (£ 436,734, $530,800)","€ 27,084,000 (£ 22,710,158, $27,601,617)",100%,2017-2018,520846.0,436734.0,530800.0,27084000.0,22710158.0,27601617.0
60,Eint Frankfurt,Bundesliga,36,"€ 495,462 (£ 415,449, $504,931)","€ 25,764,000 (£ 21,603,327, $26,256,394)",100%,2017-2018,495462.0,415449.0,504931.0,25764000.0,21603327.0,26256394.0
61,Hertha BSC,Bundesliga,32,"€ 490,519 (£ 411,304, $499,894)","€ 25,507,000 (£ 21,387,830, $25,994,483)",100%,2017-2018,490519.0,411304.0,499894.0,25507000.0,21387830.0,25994483.0
62,Málaga,La Liga,40,"€ 480,231 (£ 402,678, $489,409)","€ 24,972,000 (£ 20,939,231, $25,449,261)",100%,2017-2018,480231.0,402678.0,489409.0,24972000.0,20939231.0,25449261.0
63,Betis,La Liga,32,"€ 477,904 (£ 400,726, $487,037)","€ 24,851,000 (£ 20,837,775, $25,325,944)",100%,2017-2018,477904.0,400726.0,487037.0,24851000.0,20837775.0,25325944.0
64,Bologna,Serie A,41,"€ 453,904 (£ 380,602, $462,579)","€ 23,603,000 (£ 19,791,316, $24,054,088)",100%,2017-2018,453904.0,380602.0,462579.0,23603000.0,19791316.0,24054088.0
65,Cagliari,Serie A,41,"€ 448,250 (£ 375,861, $456,817)","€ 23,309,000 (£ 19,544,792, $23,754,471)",100%,2017-2018,448250.0,375861.0,456817.0,23309000.0,19544792.0,23754471.0
66,Atalanta,Serie A,37,"€ 437,731 (£ 367,041, $446,096)","€ 22,762,000 (£ 19,086,131, $23,197,016)",100%,2017-2018,437731.0,367041.0,446096.0,22762000.0,19086131.0,23197016.0
67,Nice,Ligue 1,40,"€ 419,423 (£ 351,690, $427,439)","€ 21,810,000 (£ 18,287,868, $22,226,825)",100%,2017-2018,419423.0,351690.0,427439.0,21810000.0,18287868.0,22226825.0
68,La Coruña,La Liga,36,"€ 404,981 (£ 339,580, $412,721)","€ 21,059,000 (£ 17,658,147, $21,461,472)",100%,2017-2018,404981.0,339580.0,412721.0,21059000.0,17658147.0,21461472.0
69,Saint-Étienne,Ligue 1,40,"€ 393,846 (£ 330,243, $401,373)","€ 20,480,000 (£ 17,172,650, $20,871,408)",100%,2017-2018,393846.0,330243.0,401373.0,20480000.0,17172650.0,20871408.0
70,SPAL,Serie A,42,"€ 379,481 (£ 318,198, $386,733)","€ 19,733,000 (£ 16,546,290, $20,110,131)",100%,2017-2018,379481.0,318198.0,386733.0,19733000.0,16546290.0,20110131.0
71,Las Palmas,La Liga,39,"€ 378,923 (£ 317,730, $386,165)","€ 19,704,000 (£ 16,521,970, $20,080,579)",100%,2017-2018,378923.0,317730.0,386165.0,19704000.0,16521970.0,20080579.0
72,Bordeaux,Ligue 1,37,"€ 376,981 (£ 316,101, $384,185)","€ 19,603,000 (£ 16,437,274, $19,977,645)",100%,2017-2018,376981.0,316101.0,384185.0,19603000.0,16437274.0,19977645.0
73,Toulouse,Ligue 1,28,"€ 360,442 (£ 302,234, $367,331)","€ 18,743,000 (£ 15,716,163, $19,101,212)",100%,2017-2018,360442.0,302234.0,367331.0,18743000.0,15716163.0,19101212.0
74,Eibar,La Liga,34,"€ 348,038 (£ 291,833, $354,690)","€ 18,098,000 (£ 15,175,325, $18,443,882)",100%,2017-2018,348038.0,291833.0,354690.0,18098000.0,15175325.0,18443882.0
75,Freiburg,Bundesliga,36,"€ 347,231 (£ 291,156, $353,867)","€ 18,056,000 (£ 15,140,104, $18,401,082)",100%,2017-2018,347231.0,291156.0,353867.0,18056000.0,15140104.0,18401082.0
76,Hellas Verona,Serie A,41,"€ 343,173 (£ 287,754, $349,732)","€ 17,845,000 (£ 14,963,185, $18,186,047)",100%,2017-2018,343173.0,287754.0,349732.0,17845000.0,14963185.0,18186047.0
77,Mainz 05,Bundesliga,33,"€ 342,673 (£ 287,334, $349,222)","€ 17,819,000 (£ 14,941,378, $18,159,552)",100%,2017-2018,342673.0,287334.0,349222.0,17819000.0,14941378.0,18159552.0
78,Benevento,Serie A,49,"€ 340,846 (£ 285,802, $347,360)","€ 17,724,000 (£ 14,861,727, $18,062,733)",100%,2017-2018,340846.0,285802.0,347360.0,17724000.0,14861727.0,18062733.0
79,Udinese,Serie A,46,"€ 332,615 (£ 278,901, $338,972)","€ 17,296,000 (£ 14,502,844, $17,626,553)",100%,2017-2018,332615.0,278901.0,338972.0,17296000.0,14502844.0,17626553.0
80,Augsburg,Bundesliga,33,"€ 318,519 (£ 267,081, $324,607)","€ 16,563,000 (£ 13,888,213, $16,879,548)",100%,2017-2018,318519.0,267081.0,324607.0,16563000.0,13888213.0,16879548.0
81,Alavés,La Liga,33,"€ 301,769 (£ 253,036, $307,537)","€ 15,692,000 (£ 13,157,875, $15,991,901)",100%,2017-2018,301769.0,253036.0,307537.0,15692000.0,13157875.0,15991901.0
82,Nantes,Ligue 1,36,"€ 284,250 (£ 238,346, $289,683)","€ 14,781,000 (£ 12,393,992, $15,063,490)",100%,2017-2018,284250.0,238346.0,289683.0,14781000.0,12393992.0,15063490.0
83,Rennes,Ligue 1,35,"€ 272,212 (£ 228,252, $277,414)","€ 14,155,000 (£ 11,869,086, $14,425,526)",100%,2017-2018,272212.0,228252.0,277414.0,14155000.0,11869086.0,14425526.0
84,Getafe,La Liga,36,"€ 270,423 (£ 226,752, $275,591)","€ 14,062,000 (£ 11,791,104, $14,330,747)",100%,2017-2018,270423.0,226752.0,275591.0,14062000.0,11791104.0,14330747.0
85,Girona,La Liga,32,"€ 260,654 (£ 218,560, $265,635)","€ 13,554,000 (£ 11,365,144, $13,813,041)",100%,2017-2018,260654.0,218560.0,265635.0,13554000.0,11365144.0,13813041.0
86,Chievo,Serie A,36,"€ 255,788 (£ 214,481, $260,677)","€ 13,301,000 (£ 11,153,003, $13,555,204)",100%,2017-2018,255788.0,214481.0,260677.0,13301000.0,11153003.0,13555204.0
87,Metz,Ligue 1,45,"€ 253,885 (£ 212,884, $258,737)","€ 13,202,000 (£ 11,069,988, $13,454,314)",100%,2017-2018,253885.0,212884.0,258737.0,13202000.0,11069988.0,13454314.0
88,Amiens,Ligue 1,36,"€ 237,115 (£ 198,823, $241,647)","€ 12,330,000 (£ 10,338,805, $12,565,645)",100%,2017-2018,237115.0,198823.0,241647.0,12330000.0,10338805.0,12565645.0
89,Montpellier,Ligue 1,31,"€ 230,885 (£ 193,599, $235,297)","€ 12,006,000 (£ 10,067,131, $12,235,453)",100%,2017-2018,230885.0,193599.0,235297.0,12006000.0,10067131.0,12235453.0
90,Dijon,Ligue 1,36,"€ 211,635 (£ 177,457, $215,679)","€ 11,005,000 (£ 9,227,786, $11,215,324)",100%,2017-2018,211635.0,177457.0,215679.0,11005000.0,9227786.0,11215324.0
91,Strasbourg,Ligue 1,31,"€ 207,769 (£ 174,216, $211,740)","€ 10,804,000 (£ 9,059,242, $11,010,479)",100%,2017-2018,207769.0,174216.0,211740.0,10804000.0,9059242.0,11010479.0
92,Caen,Ligue 1,33,"€ 201,135 (£ 168,653, $204,979)","€ 10,459,000 (£ 8,769,954, $10,658,893)",100%,2017-2018,201135.0,168653.0,204979.0,10459000.0,8769954.0,10658893.0
93,Crotone,Serie A,40,"€ 198,192 (£ 166,186, $201,980)","€ 10,306,000 (£ 8,641,672, $10,502,963)",100%,2017-2018,198192.0,166186.0,201980.0,10306000.0,8641672.0,10502963.0
94,Angers,Ligue 1,33,"€ 194,808 (£ 163,348, $198,531)","€ 10,130,000 (£ 8,494,086, $10,323,602)",100%,2017-2018,194808.0,163348.0,198531.0,10130000.0,8494086.0,10323602.0
95,Guingamp,Ligue 1,30,"€ 177,154 (£ 148,545, $180,540)","€ 9,212,000 (£ 7,724,338, $9,388,060)",100%,2017-2018,177154.0,148545.0,180540.0,9212000.0,7724338.0,9388060.0
96,Troyes,Ligue 1,31,"€ 132,115 (£ 110,780, $134,640)","€ 6,870,000 (£ 5,760,548, $7,001,300)",100%,2017-2018,132115.0,110780.0,134640.0,6870000.0,5760548.0,7001300.0
1,Barcelona,La Liga,92,"€ 5,152,596 (£ 4,320,495, $5,251,071)","€ 267,935,000 (£ 224,665,737, $273,055,692)",100%,2018-2019,5152596.0,4320495.0,5251071.0,267935000.0,224665737.0,273055692.0
2,Juventus,Serie A,109,"€ 4,563,596 (£ 3,826,614, $4,650,814)","€ 237,307,000 (£ 198,983,907, $241,842,338)",100%,2018-2019,4563596.0,3826614.0,4650814.0,237307000.0,198983907.0,241842338.0
3,Real Madrid,La Liga,92,"€ 4,466,808 (£ 3,745,456, $4,552,176)","€ 232,274,000 (£ 194,763,689, $236,713,149)",100%,2018-2019,4466808.0,3745456.0,4552176.0,232274000.0,194763689.0,236713149.0
4,Atlético Madrid,La Liga,88,"€ 3,896,462 (£ 3,267,216, $3,970,930)","€ 202,616,000 (£ 169,895,214, $206,488,336)",100%,2018-2019,3896462.0,3267216.0,3970930.0,202616000.0,169895214.0,206488336.0
5,Paris S-G,Ligue 1,94,"€ 3,863,346 (£ 3,239,448, $3,937,181)","€ 200,894,000 (£ 168,451,304, $204,733,422)",100%,2018-2019,3863346.0,3239448.0,3937181.0,200894000.0,168451304.0,204733422.0
6,Bayern Munich,Bundesliga,78,"€ 3,730,731 (£ 3,128,249, $3,802,031)","€ 193,998,000 (£ 162,668,949, $197,705,635)",100%,2018-2019,3730731.0,3128249.0,3802031.0,193998000.0,162668949.0,197705635.0
7,Chelsea,Premier League,103,"€ 3,612,255 (£ 3,028,981, $3,680,882)","€ 187,837,283 (£ 157,507,000, $191,405,844)",100%,2018-2019,3612255.0,3028981.0,3680882.0,187837283.0,157507000.0,191405844.0
8,Manchester Utd,Premier League,86,"€ 3,470,478 (£ 2,910,096, $3,536,411)","€ 180,464,856 (£ 151,325,000, $183,893,347)",100%,2018-2019,3470478.0,2910096.0,3536411.0,180464856.0,151325000.0,183893347.0
9,Manchester City,Premier League,96,"€ 3,454,103 (£ 2,896,365, $3,519,725)","€ 179,613,362 (£ 150,611,000, $183,025,676)",100%,2018-2019,3454103.0,2896365.0,3519725.0,179613362.0,150611000.0,183025676.0
10,Arsenal,Premier League,91,"€ 3,104,338 (£ 2,603,077, $3,163,314)","€ 161,425,557 (£ 135,360,000, $164,492,342)",100%,2018-2019,3104338.0,2603077.0,3163314.0,161425557.0,135360000.0,164492342.0
11,Liverpool,Premier League,88,"€ 2,923,160 (£ 2,451,154, $2,978,694)","€ 152,004,295 (£ 127,460,000, $154,892,092)",100%,2018-2019,2923160.0,2451154.0,2978694.0,152004295.0,127460000.0,154892092.0
12,Milan,Serie A,98,"€ 2,744,096 (£ 2,300,948, $2,796,540)","€ 142,693,000 (£ 119,649,279, $145,420,105)",100%,2018-2019,2744096.0,2300948.0,2796540.0,142693000.0,119649279.0,145420105.0
13,Inter,Serie A,111,"€ 2,279,385 (£ 1,911,283, $2,322,947)","€ 118,528,000 (£ 99,386,726, $120,793,266)",100%,2018-2019,2279385.0,1911283.0,2322947.0,118528000.0,99386726.0,120793266.0
14,Tottenham,Premier League,83,"€ 2,091,713 (£ 1,753,962, $2,131,451)","€ 108,769,056 (£ 91,206,000, $110,835,465)",100%,2018-2019,2091713.0,1753962.0,2131451.0,108769056.0,91206000.0,110835465.0
15,Roma,Serie A,105,"€ 2,020,481 (£ 1,694,190, $2,059,096)","€ 105,065,000 (£ 88,097,887, $107,072,966)",100%,2018-2019,2020481.0,1694190.0,2059096.0,105065000.0,88097887.0,107072966.0
16,Everton,Premier League,90,"€ 1,965,599 (£ 1,648,212, $2,002,942)","€ 102,211,141 (£ 85,707,000, $104,152,963)",100%,2018-2019,1965599.0,1648212.0,2002942.0,102211141.0,85707000.0,104152963.0
17,West Ham,Premier League,90,"€ 1,898,815 (£ 1,592,212, $1,934,889)","€ 98,738,397 (£ 82,795,000, $100,614,239)",100%,2018-2019,1898815.0,1592212.0,1934889.0,98738397.0,82795000.0,100614239.0
18,Dortmund,Bundesliga,86,"€ 1,856,808 (£ 1,556,949, $1,892,294)","€ 96,554,000 (£ 80,961,334, $98,399,310)",100%,2018-2019,1856808.0,1556949.0,1892294.0,96554000.0,80961334.0,98399310.0
19,Leicester City,Premier League,89,"€ 1,832,422 (£ 1,536,538, $1,867,234)","€ 95,285,918 (£ 79,900,000, $97,096,177)",100%,2018-2019,1832422.0,1536538.0,1867234.0,95285918.0,79900000.0,97096177.0
20,Napoli,Serie A,100,"€ 1,825,904 (£ 1,531,036, $1,860,800)","€ 94,947,000 (£ 79,613,859, $96,761,594)",100%,2018-2019,1825904.0,1531036.0,1860800.0,94947000.0,79613859.0,96761594.0
21,Crystal Palace,Premier League,86,"€ 1,713,188 (£ 1,436,558, $1,745,735)","€ 89,085,775 (£ 74,701,000, $90,778,244)",100%,2018-2019,1713188.0,1436558.0,1745735.0,89085775.0,74701000.0,90778244.0
22,Southampton,Premier League,86,"€ 1,663,043 (£ 1,394,510, $1,694,638)","€ 86,478,237 (£ 72,514,500, $88,121,158)",100%,2018-2019,1663043.0,1394510.0,1694638.0,86478237.0,72514500.0,88121158.0
23,Monaco,Ligue 1,118,"€ 1,579,635 (£ 1,324,537, $1,609,824)","€ 82,141,000 (£ 68,875,918, $83,710,853)",100%,2018-2019,1579635.0,1324537.0,1609824.0,82141000.0,68875918.0,83710853.0
24,Sevilla,La Liga,86,"€ 1,487,212 (£ 1,247,039, $1,515,635)","€ 77,335,000 (£ 64,846,044, $78,813,005)",100%,2018-2019,1487212.0,1247039.0,1515635.0,77335000.0,64846044.0,78813005.0
25,Valencia,La Liga,80,"€ 1,454,231 (£ 1,219,385, $1,482,024)","€ 75,620,000 (£ 63,408,003, $77,065,227)",100%,2018-2019,1454231.0,1219385.0,1482024.0,75620000.0,63408003.0,77065227.0
26,Marseille,Ligue 1,87,"€ 1,448,192 (£ 1,214,321, $1,475,870)","€ 75,306,000 (£ 63,144,716, $76,745,228)",100%,2018-2019,1448192.0,1214321.0,1475870.0,75306000.0,63144716.0,76745228.0
27,Schalke 04,Bundesliga,93,"€ 1,345,654 (£ 1,128,342, $1,371,372)","€ 69,974,000 (£ 58,673,785, $71,311,324)",100%,2018-2019,1345654.0,1128342.0,1371372.0,69974000.0,58673785.0,71311324.0
28,Celta Vigo,La Liga,126,"€ 1,340,096 (£ 1,123,682, $1,365,708)","€ 69,685,000 (£ 58,431,460, $71,016,799)",100%,2018-2019,1340096.0,1123682.0,1365708.0,69685000.0,58431460.0,71016799.0
29,Wolfsburg,Bundesliga,98,"€ 1,261,494 (£ 1,057,773, $1,285,604)","€ 65,597,700 (£ 55,004,221, $66,851,386)",100%,2018-2019,1261494.0,1057773.0,1285604.0,65597700.0,55004221.0,66851386.0
