Rk,Squad,Comp,Num_of_Players,Weekly_Wages,Annual_Wages,Pct_Estimated,Season,Weekly_Wages_EUR,Weekly_Wages_GBP,Weekly_Wages_USD,Annual_Wages_EUR,Annual_Wages_GBP,Annual_Wages_USD
88,Angers,Ligue 1,94,"€ 273,846 (£ 229,622, $279,080)","€ 14,240,000 (£ 11,940,359, $14,512,148)",84%,2020-2021,273846.0,229622.0,279080.0,14240000.0,11940359.0,14512148.0
89,Strasbourg,Ligue 1,76,"€ 269,615 (£ 226,075, $274,768)","€ 14,020,000 (£ 11,755,886, $14,287,947)",75%,2020-2021,269615.0,226075.0,274768.0,14020000.0,11755886.0,14287947.0
90,Elche,La Liga,72,"€ 259,712 (£ 217,770, $264,675)","€ 13,505,000 (£ 11,324,057, $13,763,102)",97%,2020-2021,259712.0,217770.0,264675.0,13505000.0,11324057.0,13763102.0
91,Dijon,Ligue 1,83,"€ 205,192 (£ 172,055, $209,114)","€ 10,670,000 (£ 8,946,884, $10,873,920)",85%,2020-2021,205192.0,172055.0,209114.0,10670000.0,8946884.0,10873920.0
92,Brest,Ligue 1,81,"€ 192,885 (£ 161,735, $196,571)","€ 10,030,000 (£ 8,410,241, $10,221,691)",89%,2020-2021,192885.0,161735.0,196571.0,10030000.0,8410241.0,10221691.0
93,Arminia,Bundesliga,87,"€ 184,423 (£ 154,640, $187,948)","€ 9,590,000 (£ 8,041,296, $9,773,282)",100%,2020-2021,184423.0,154640.0,187948.0,9590000.0,8041296.0,9773282.0
94,Metz,Ligue 1,87,"€ 183,846 (£ 154,157, $187,360)","€ 9,560,000 (£ 8,016,140, $9,742,707)",90%,2020-2021,183846.0,154157.0,187360.0,9560000.0,8016140.0,9742707.0
95,Reims,Ligue 1,72,"€ 183,462 (£ 153,834, $186,968)","€ 9,540,000 (£ 7,999,367, $9,722,323)",76%,2020-2021,183462.0,153834.0,186968.0,9540000.0,7999367.0,9722323.0
96,Lorient,Ligue 1,85,"€ 179,423 (£ 150,448, $182,852)","€ 9,330,000 (£ 7,823,284, $9,508,312)",96%,2020-2021,179423.0,150448.0,182852.0,9330000.0,7823284.0,9508312.0
97,Lens,Ligue 1,83,"€ 163,462 (£ 137,064, $166,586)","€ 8,500,000 (£ 7,127,325, $8,662,447)",96%,2020-2021,163462.0,137064.0,166586.0,8500000.0,7127325.0,8662447.0
98,Nîmes,Ligue 1,90,"€ 159,615 (£ 133,839, $162,666)","€ 8,300,000 (£ 6,959,619, $8,458,630)",80%,2020-2021,159615.0,133839.0,162666.0,8300000.0,6959619.0,8458630.0
1,Paris S-G,Ligue 1,108,"€ 8,321,154 (£ 6,977,357, $8,480,185)","€ 432,700,000 (£ 362,822,570, $440,969,630)",30%,2021-2022,8321154.0,6977357.0,8480185.0,432700000.0,362822570.0,440969630.0
2,Real Madrid,La Liga,77,"€ 6,203,654 (£ 5,201,816, $6,322,216)","€ 322,590,000 (£ 270,494,419, $328,755,245)",10%,2021-2022,6203654.0,5201816.0,6322216.0,322590000.0,270494419.0,328755245.0
3,Manchester Utd,Premier League,82,"€ 5,477,771 (£ 4,593,269, $5,581,838)","€ 284,844,078 (£ 238,850,000, $290,255,583)",5%,2021-2022,5477771.0,4593269.0,5581838.0,284844078.0,238850000.0,290255583.0
4,Barcelona,La Liga,94,"€ 4,860,481 (£ 4,075,554, $4,953,373)","€ 252,745,000 (£ 211,928,796, $257,575,384)",33%,2021-2022,4860481.0,4075554.0,4953373.0,252745000.0,211928796.0,257575384.0
5,Bayern Munich,Bundesliga,79,"€ 4,588,654 (£ 3,847,625, $4,676,351)","€ 238,610,000 (£ 200,076,486, $243,170,244)",27%,2021-2022,4588654.0,3847625.0,4676351.0,238610000.0,200076486.0,243170244.0
6,Chelsea,Premier League,81,"€ 4,033,850 (£ 3,382,500, $4,110,486)","€ 209,760,207 (£ 175,890,000, $213,745,254)",2%,2021-2022,4033850.0,3382500.0,4110486.0,209760207.0,175890000.0,213745254.0
7,Juventus,Serie A,76,"€ 3,479,808 (£ 2,917,848, $3,546,313)","€ 180,950,000 (£ 151,728,092, $184,408,264)",0%,2021-2022,3479808.0,2917848.0,3546313.0,180950000.0,151728092.0,184408264.0
8,Manchester City,Premier League,67,"€ 3,475,684 (£ 2,914,462, $3,541,715)","€ 180,735,566 (£ 151,552,000, $184,169,203)",8%,2021-2022,3475684.0,2914462.0,3541715.0,180735566.0,151552000.0,184169203.0
9,Liverpool,Premier League,83,"€ 3,311,936 (£ 2,777,154, $3,374,856)","€ 172,220,653 (£ 144,412,000, $175,492,521)",6%,2021-2022,3311936.0,2777154.0,3374856.0,172220653.0,144412000.0,175492521.0
10,Atlético Madrid,La Liga,70,"€ 3,217,885 (£ 2,698,223, $3,279,384)","€ 167,330,000 (£ 140,307,605, $170,527,961)",33%,2021-2022,3217885.0,2698223.0,3279384.0,167330000.0,140307605.0,170527961.0
11,Inter,Serie A,81,"€ 2,950,769 (£ 2,474,245, $3,007,163)","€ 153,440,000 (£ 128,660,726, $156,372,498)",9%,2021-2022,2950769.0,2474245.0,3007163.0,153440000.0,128660726.0,156372498.0
12,Arsenal,Premier League,70,"€ 2,622,954 (£ 2,199,423, $2,672,786)","€ 136,393,624 (£ 114,370,000, $138,984,848)",6%,2021-2022,2622954.0,2199423.0,2672786.0,136393624.0,114370000.0,138984848.0
13,Tottenham,Premier League,67,"€ 2,527,090 (£ 2,119,038, $2,575,100)","€ 131,408,702 (£ 110,190,000, $133,905,224)",10%,2021-2022,2527090.0,2119038.0,2575100.0,131408702.0,110190000.0,133905224.0
14,Everton,Premier League,86,"€ 2,125,930 (£ 1,782,654, $2,166,319)","€ 110,548,361 (£ 92,698,000, $112,648,575)",22%,2021-2022,2125930.0,1782654.0,2166319.0,110548361.0,92698000.0,112648575.0
15,Villarreal,La Liga,78,"€ 2,039,615 (£ 1,710,235, $2,078,596)","€ 106,060,000 (£ 88,932,198, $108,086,988)",19%,2021-2022,2039615.0,1710235.0,2078596.0,106060000.0,88932198.0,108086988.0
16,Napoli,Serie A,78,"€ 1,989,231 (£ 1,667,987, $2,027,248)","€ 103,440,000 (£ 86,735,304, $105,416,919)",8%,2021-2022,1989231.0,1667987.0,2027248.0,103440000.0,86735304.0,105416919.0
17,Roma,Serie A,93,"€ 1,914,423 (£ 1,605,260, $1,951,011)","€ 99,550,000 (£ 83,473,512, $101,452,572)",11%,2021-2022,1914423.0,1605260.0,1951011.0,99550000.0,83473512.0,101452572.0
18,Sevilla,La Liga,85,"€ 1,908,462 (£ 1,600,261, $1,944,935)","€ 99,240,000 (£ 83,213,571, $101,136,644)",74%,2021-2022,1908462.0,1600261.0,1944935.0,99240000.0,83213571.0,101136644.0
19,Dortmund,Bundesliga,95,"€ 1,735,962 (£ 1,455,618, $1,769,139)","€ 90,270,000 (£ 75,692,148, $91,995,216)",65%,2021-2022,1735962.0,1455618.0,1769139.0,90270000.0,75692148.0,91995216.0
20,West Ham,Premier League,77,"€ 1,709,863 (£ 1,433,769, $1,742,347)","€ 88,912,857 (£ 74,556,000, $90,602,030)",4%,2021-2022,1709863.0,1433769.0,1742347.0,88912857.0,74556000.0,90602030.0
21,Leicester City,Premier League,82,"€ 1,705,597 (£ 1,430,192, $1,738,000)","€ 88,691,036 (£ 74,370,000, $90,376,000)",23%,2021-2022,1705597.0,1430192.0,1738000.0,88691036.0,74370000.0,90376000.0
22,Milan,Serie A,86,"€ 1,684,423 (£ 1,412,403, $1,716,615)","€ 87,590,000 (£ 73,444,949, $89,263,995)",2%,2021-2022,1684423.0,1412403.0,1716615.0,87590000.0,73444949.0,89263995.0
23,Crystal Palace,Premier League,78,"€ 1,673,031 (£ 1,402,885, $1,704,815)","€ 86,997,594 (£ 72,950,000, $88,650,389)",31%,2021-2022,1673031.0,1402885.0,1704815.0,86997594.0,72950000.0,88650389.0
24,Aston Villa,Premier League,66,"€ 1,639,547 (£ 1,374,808, $1,670,695)","€ 85,256,450 (£ 71,490,000, $86,876,165)",12%,2021-2022,1639547.0,1374808.0,1670695.0,85256450.0,71490000.0,86876165.0
25,Newcastle Utd,Premier League,83,"€ 1,572,580 (£ 1,318,654, $1,602,456)","€ 81,774,162 (£ 68,570,000, $83,327,721)",7%,2021-2022,1572580.0,1318654.0,1602456.0,81774162.0,68570000.0,83327721.0
26,Lazio,Serie A,90,"€ 1,508,462 (£ 1,264,858, $1,537,291)","€ 78,440,000 (£ 65,772,599, $79,939,123)",4%,2021-2022,1508462.0,1264858.0,1537291.0,78440000.0,65772599.0,79939123.0
27,Valencia,La Liga,80,"€ 1,323,462 (£ 1,109,734, $1,348,755)","€ 68,820,000 (£ 57,706,147, $70,135,269)",71%,2021-2022,1323462.0,1109734.0,1348755.0,68820000.0,57706147.0,70135269.0
28,Lyon,Ligue 1,88,"€ 1,314,423 (£ 1,102,155, $1,339,544)","€ 68,350,000 (£ 57,312,045, $69,656,285)",69%,2021-2022,1314423.0,1102155.0,1339544.0,68350000.0,57312045.0,69656285.0
29,Wolves,Premier League,76,"€ 1,313,427 (£ 1,101,346, $1,338,379)","€ 68,298,179 (£ 57,270,000, $69,595,717)",29%,2021-2022,1313427.0,1101346.0,1338379.0,68298179.0,57270000.0,69595717.0
30,Athletic Club,La Liga,78,"€ 1,232,692 (£ 1,033,623, $1,256,251)","€ 64,100,000 (£ 53,748,389, $65,325,058)",96%,2021-2022,1232692.0,1033623.0,1256251.0,64100000.0,53748389.0,65325058.0
31,Southampton,Premier League,81,"€ 1,205,866 (£ 1,011,154, $1,228,776)","€ 62,705,051 (£ 52,580,000, $63,896,331)",26%,2021-2022,1205866.0,1011154.0,1228776.0,62705051.0,52580000.0,63896331.0
32,Wolfsburg,Bundesliga,93,"€ 1,183,269 (£ 992,181, $1,205,883)","€ 61,530,000 (£ 51,593,421, $62,705,941)",98%,2021-2022,1183269.0,992181.0,1205883.0,61530000.0,51593421.0,62705941.0
33,Fiorentina,Serie A,85,"€ 1,128,846 (£ 946,547, $1,150,420)","€ 58,700,000 (£ 49,220,441, $59,821,859)",13%,2021-2022,1128846.0,946547.0,1150420.0,58700000.0,49220441.0,59821859.0
34,Marseille,Ligue 1,89,"€ 1,071,346 (£ 898,333, $1,091,821)","€ 55,710,000 (£ 46,713,299, $56,774,712)",72%,2021-2022,1071346.0,898333.0,1091821.0,55710000.0,46713299.0,56774712.0
35,Brighton,Premier League,76,"€ 1,065,740 (£ 893,654, $1,085,987)","€ 55,418,481 (£ 46,470,000, $56,471,332)",24%,2021-2022,1065740.0,893654.0,1085987.0,55418481.0,46470000.0,56471332.0
36,RB Leipzig,Bundesliga,85,"€ 1,038,846 (£ 871,081, $1,058,700)","€ 54,020,000 (£ 45,296,220, $55,052,414)",59%,2021-2022,1038846.0,871081.0,1058700.0,54020000.0,45296220.0,55052414.0
37,Torino,Serie A,88,"€ 1,029,808 (£ 863,502, $1,049,489)","€ 53,550,000 (£ 44,902,122, $54,573,434)",17%,2021-2022,1029808.0,863502.0,1049489.0,53550000.0,44902122.0,54573434.0
38,Monaco,Ligue 1,88,"€ 1,016,154 (£ 852,053, $1,035,574)","€ 52,840,000 (£ 44,306,780, $53,849,858)",77%,2021-2022,1016154.0,852053.0,1035574.0,52840000.0,44306780.0,53849858.0
39,Leverkusen,Bundesliga,84,"€ 995,962 (£ 835,122, $1,014,996)","€ 51,790,000 (£ 43,426,351, $52,779,797)",71%,2021-2022,995962.0,835122.0,1014996.0,51790000.0,43426351.0,52779797.0
40,Real Sociedad,La Liga,80,"€ 970,192 (£ 813,514, $988,734)","€ 50,450,000 (£ 42,302,748, $51,414,186)",96%,2021-2022,970192.0,813514.0,988734.0,50450000.0,42302748.0,51414186.0
41,Watford,Premier League,88,"€ 949,006 (£ 795,769, $967,036)","€ 49,348,326 (£ 41,380,000, $50,285,851)",36%,2021-2022,949006.0,795769.0,967036.0,49348326.0,41380000.0,50285851.0
42,Betis,La Liga,83,"€ 922,500 (£ 773,524, $940,131)","€ 47,970,000 (£ 40,223,247, $48,886,789)",96%,2021-2022,922500.0,773524.0,940131.0,47970000.0,40223247.0,48886789.0
43,Gladbach,Bundesliga,80,"€ 909,231 (£ 762,398, $926,608)","€ 47,280,000 (£ 39,644,677, $48,183,602)",73%,2021-2022,909231.0,762398.0,926608.0,47280000.0,39644677.0,48183602.0
44,Burnley,Premier League,72,"€ 906,349 (£ 760,000, $923,568)","€ 47,130,158 (£ 39,520,000, $48,025,544)",22%,2021-2022,906349.0,760000.0,923568.0,47130158.0,39520000.0,48025544.0
45,Atalanta,Serie A,76,"€ 891,346 (£ 747,401, $908,381)","€ 46,350,000 (£ 38,864,860, $47,235,829)",7%,2021-2022,891346.0,747401.0,908381.0,46350000.0,38864860.0,47235829.0
46,Genoa,Serie A,106,"€ 813,462 (£ 682,094, $829,008)","€ 42,300,000 (£ 35,468,904, $43,108,428)",38%,2021-2022,813462.0,682094.0,829008.0,42300000.0,35468904.0,43108428.0
47,Hoffenheim,Bundesliga,96,"€ 774,423 (£ 649,360, $789,224)","€ 40,270,000 (£ 33,766,731, $41,039,628)",95%,2021-2022,774423.0,649360.0,789224.0,40270000.0,33766731.0,41039628.0
48,Celta Vigo,La Liga,64,"€ 738,077 (£ 618,884, $752,183)","€ 38,380,000 (£ 32,181,951, $39,113,509)",86%,2021-2022,738077.0,618884.0,752183.0,38380000.0,32181951.0,39113509.0
49,Getafe,La Liga,81,"€ 730,865 (£ 612,837, $744,833)","€ 38,005,000 (£ 31,867,512, $38,731,337)",95%,2021-2022,730865.0,612837.0,744833.0,38005000.0,31867512.0,38731337.0
50,Sampdoria,Serie A,86,"€ 721,154 (£ 604,694, $734,936)","€ 37,500,000 (£ 31,444,064, $38,216,686)",14%,2021-2022,721154.0,604694.0,734936.0,37500000.0,31444064.0,38216686.0
51,Hertha BSC,Bundesliga,92,"€ 720,385 (£ 604,049, $734,152)","€ 37,460,000 (£ 31,410,525, $38,175,924)",99%,2021-2022,720385.0,604049.0,734152.0,37460000.0,31410525.0,38175924.0
52,Norwich City,Premier League,82,"€ 718,291 (£ 602,308, $731,937)","€ 37,351,130 (£ 31,320,000, $38,060,731)",28%,2021-2022,718291.0,602308.0,731937.0,37351130.0,31320000.0,38060731.0
53,Empoli,Serie A,87,"€ 710,192 (£ 595,502, $723,765)","€ 36,930,000 (£ 30,966,112, $37,635,795)",16%,2021-2022,710192.0,595502.0,723765.0,36930000.0,30966112.0,37635795.0
54,Eint Frankfurt,Bundesliga,97,"€ 692,500 (£ 580,667, $705,735)","€ 36,010,000 (£ 30,194,688, $36,698,211)",94%,2021-2022,692500.0,580667.0,705735.0,36010000.0,30194688.0,36698211.0
55,Cagliari,Serie A,86,"€ 649,231 (£ 544,385, $661,639)","€ 33,760,000 (£ 28,308,043, $34,405,212)",33%,2021-2022,649231.0,544385.0,661639.0,33760000.0,28308043.0,34405212.0
