Rk,Squad,Comp,Num_Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G_plus_A,G_minus_PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG_plus_xAG,PrgC,PrgP,Gls_per90,Ast_per90,G_plus_A_per90,G_minus_PK_per90,G_plus_A_minus_PK_per90,xG_per90,xAG_per90,xG_plus_xAG_per90,npxG_per90,npxG_plus_xAG_per90,Season
56.0,Lyon,Ligue 1,26.0,24.4,55.6,38.0,418.0,3420.0,38.0,85.0,62.0,147.0,79.0,6.0,7.0,72.0,2.0,63.4,58.3,43.9,102.2,949.0,1670.0,2.24,1.63,3.87,2.08,3.71,1.67,1.15,2.82,1.53,2.69,2017-2018
57.0,Mainz 05,Bundesliga,27.0,25.3,44.4,34.0,374.0,3060.0,34.0,38.0,27.0,65.0,34.0,4.0,4.0,63.0,0.0,35.4,32.3,25.5,57.8,484.0,1116.0,1.12,0.79,1.91,1.0,1.79,1.04,0.75,1.79,0.95,1.7,2017-2018
58.0,Málaga,La Liga,37.0,27.2,44.1,38.0,418.0,3420.0,38.0,23.0,15.0,38.0,19.0,4.0,6.0,101.0,8.0,38.4,33.7,26.3,60.0,463.0,1169.0,0.61,0.39,1.0,0.5,0.89,1.01,0.69,1.7,0.89,1.58,2017-2018
59.0,Manchester City,Premier League,25.0,26.4,71.0,38.0,418.0,3420.0,38.0,103.0,85.0,188.0,97.0,6.0,8.0,63.0,0.0,78.6,72.7,57.9,130.6,1308.0,2570.0,2.71,2.24,4.95,2.55,4.79,2.07,1.52,3.59,1.91,3.44,2017-2018
60.0,Manchester Utd,Premier League,27.0,26.7,54.7,38.0,418.0,3420.0,38.0,67.0,53.0,120.0,66.0,1.0,3.0,64.0,0.0,55.7,53.3,40.5,93.8,920.0,1564.0,1.76,1.39,3.16,1.74,3.13,1.47,1.07,2.53,1.4,2.47,2017-2018
61.0,Marseille,Ligue 1,26.0,27.2,57.8,38.0,418.0,3420.0,38.0,79.0,54.0,133.0,74.0,5.0,8.0,81.0,2.0,78.1,71.7,55.9,127.6,947.0,1586.0,2.08,1.42,3.5,1.95,3.37,2.06,1.47,3.53,1.89,3.36,2017-2018
62.0,Metz,Ligue 1,36.0,27.4,45.5,38.0,418.0,3420.0,38.0,33.0,27.0,60.0,30.0,3.0,4.0,80.0,7.0,40.3,37.2,30.0,67.3,589.0,1518.0,0.87,0.71,1.58,0.79,1.5,1.06,0.79,1.85,0.98,1.77,2017-2018
63.0,Milan,Serie A,24.0,25.0,56.0,38.0,418.0,3420.0,38.0,54.0,28.0,82.0,50.0,4.0,6.0,75.0,0.0,51.2,46.6,35.3,81.9,778.0,2016.0,1.42,0.74,2.16,1.32,2.05,1.35,0.93,2.28,1.23,2.15,2017-2018
64.0,Monaco,Ligue 1,32.0,25.8,50.9,38.0,418.0,3420.0,38.0,83.0,56.0,139.0,76.0,7.0,8.0,71.0,4.0,62.3,56.1,43.1,99.2,735.0,1742.0,2.18,1.47,3.66,2.0,3.47,1.64,1.13,2.77,1.48,2.61,2017-2018
65.0,Montpellier,Ligue 1,23.0,26.4,47.0,38.0,418.0,3420.0,38.0,36.0,28.0,64.0,36.0,0.0,2.0,72.0,1.0,42.6,41.0,31.0,72.1,749.0,1572.0,0.95,0.74,1.68,0.95,1.68,1.12,0.82,1.94,1.08,1.9,2017-2018
66.0,Nantes,Ligue 1,30.0,25.6,43.7,38.0,418.0,3420.0,38.0,36.0,24.0,60.0,32.0,4.0,5.0,68.0,6.0,41.8,37.9,29.4,67.3,559.0,1405.0,0.95,0.63,1.58,0.84,1.47,1.1,0.77,1.87,1.0,1.77,2017-2018
67.0,Napoli,Serie A,23.0,28.0,63.4,38.0,418.0,3420.0,38.0,73.0,45.0,118.0,67.0,6.0,8.0,58.0,0.0,67.1,60.7,50.8,111.6,971.0,2468.0,1.92,1.18,3.11,1.76,2.95,1.77,1.34,3.1,1.6,2.94,2017-2018
68.0,Newcastle Utd,Premier League,27.0,25.6,41.7,38.0,418.0,3420.0,38.0,38.0,29.0,67.0,38.0,0.0,1.0,54.0,0.0,41.6,40.9,32.1,72.9,548.0,1145.0,1.0,0.76,1.76,1.0,1.76,1.1,0.84,1.94,1.08,1.92,2017-2018
69.0,Nice,Ligue 1,31.0,25.0,58.1,38.0,418.0,3420.0,38.0,52.0,35.0,87.0,44.0,8.0,10.0,82.0,4.0,49.2,41.7,31.9,73.6,841.0,1637.0,1.37,0.92,2.29,1.16,2.08,1.3,0.84,2.14,1.1,1.94,2017-2018
70.0,Paris S-G,Ligue 1,28.0,26.1,66.3,38.0,418.0,3420.0,38.0,100.0,75.0,175.0,93.0,7.0,9.0,69.0,6.0,86.1,79.3,65.1,144.4,1044.0,2068.0,2.63,1.97,4.61,2.45,4.42,2.26,1.71,3.98,2.09,3.8,2017-2018
71.0,RB Leipzig,Bundesliga,23.0,23.4,55.0,34.0,374.0,3060.0,34.0,57.0,43.0,100.0,53.0,4.0,5.0,48.0,0.0,51.9,48.0,39.6,87.6,778.0,1591.0,1.68,1.26,2.94,1.56,2.82,1.53,1.17,2.69,1.41,2.58,2017-2018
72.0,Real Madrid,La Liga,24.0,27.1,60.2,38.0,418.0,3420.0,38.0,91.0,65.0,156.0,83.0,8.0,10.0,67.0,4.0,85.4,77.5,62.8,140.2,1131.0,2383.0,2.39,1.71,4.11,2.18,3.89,2.25,1.65,3.9,2.04,3.69,2017-2018
73.0,Real Sociedad,La Liga,27.0,25.9,56.5,38.0,418.0,3420.0,38.0,64.0,47.0,111.0,60.0,4.0,5.0,64.0,5.0,53.7,49.7,38.9,88.7,883.0,1605.0,1.68,1.24,2.92,1.58,2.82,1.41,1.02,2.44,1.31,2.33,2017-2018
74.0,Rennes,Ligue 1,28.0,24.2,49.9,38.0,418.0,3420.0,38.0,48.0,32.0,80.0,42.0,6.0,8.0,67.0,5.0,49.8,43.6,33.0,76.5,619.0,1505.0,1.26,0.84,2.11,1.11,1.95,1.31,0.87,2.18,1.15,2.01,2017-2018
75.0,Roma,Serie A,27.0,27.4,58.0,38.0,418.0,3420.0,38.0,56.0,37.0,93.0,53.0,3.0,6.0,48.0,0.0,63.4,58.8,46.7,105.5,938.0,1989.0,1.47,0.97,2.45,1.39,2.37,1.67,1.23,2.9,1.55,2.78,2017-2018
76.0,Saint-Étienne,Ligue 1,30.0,26.6,51.3,38.0,418.0,3420.0,38.0,45.0,31.0,76.0,38.0,7.0,11.0,72.0,8.0,51.0,42.8,35.4,78.2,732.0,1552.0,1.18,0.82,2.0,1.0,1.82,1.34,0.93,2.27,1.13,2.06,2017-2018
77.0,Sampdoria,Serie A,27.0,27.0,53.6,38.0,418.0,3420.0,38.0,56.0,33.0,89.0,49.0,7.0,8.0,69.0,0.0,53.5,47.2,35.5,82.7,614.0,1627.0,1.47,0.87,2.34,1.29,2.16,1.41,0.93,2.34,1.24,2.18,2017-2018
78.0,Sassuolo,Serie A,28.0,27.2,42.9,38.0,418.0,3420.0,38.0,28.0,16.0,44.0,24.0,4.0,10.0,89.0,0.0,46.3,38.4,27.7,66.1,640.0,1492.0,0.74,0.42,1.16,0.63,1.05,1.22,0.73,1.95,1.01,1.74,2017-2018
79.0,Schalke 04,Bundesliga,24.0,26.1,46.6,34.0,374.0,3060.0,34.0,50.0,33.0,83.0,40.0,10.0,10.0,66.0,0.0,46.7,38.9,31.4,70.3,776.0,1248.0,1.47,0.97,2.44,1.18,2.15,1.37,0.92,2.3,1.14,2.07,2017-2018
80.0,Sevilla,La Liga,31.0,27.1,54.3,38.0,418.0,3420.0,38.0,48.0,35.0,83.0,44.0,4.0,5.0,99.0,3.0,59.5,55.7,42.8,98.5,817.0,1824.0,1.26,0.92,2.18,1.16,2.08,1.57,1.13,2.69,1.47,2.59,2017-2018
81.0,Southampton,Premier League,26.0,26.2,51.3,38.0,418.0,3420.0,38.0,36.0,23.0,59.0,33.0,3.0,3.0,65.0,0.0,39.9,37.6,29.5,67.0,694.0,1609.0,0.95,0.61,1.55,0.87,1.47,1.05,0.78,1.83,0.99,1.76,2017-2018
82.0,SPAL,Serie A,29.0,26.7,44.7,38.0,418.0,3420.0,38.0,37.0,14.0,51.0,32.0,5.0,6.0,101.0,0.0,35.8,31.1,21.5,52.5,704.0,1218.0,0.97,0.37,1.34,0.84,1.21,0.94,0.56,1.51,0.82,1.38,2017-2018
83.0,Stoke City,Premier League,30.0,27.5,41.4,38.0,418.0,3420.0,38.0,34.0,28.0,62.0,34.0,0.0,3.0,62.0,0.0,36.5,34.1,27.4,61.4,477.0,1150.0,0.89,0.74,1.63,0.89,1.63,0.96,0.72,1.68,0.9,1.62,2017-2018
84.0,Strasbourg,Ligue 1,25.0,27.2,49.1,38.0,418.0,3420.0,38.0,43.0,26.0,69.0,36.0,7.0,7.0,72.0,4.0,45.5,40.0,29.8,69.8,658.0,1289.0,1.13,0.68,1.82,0.95,1.63,1.2,0.78,1.98,1.05,1.84,2017-2018
85.0,Stuttgart,Bundesliga,26.0,25.6,46.6,34.0,374.0,3060.0,34.0,35.0,22.0,57.0,34.0,1.0,3.0,59.0,0.0,40.3,38.0,26.3,64.3,474.0,1026.0,1.03,0.65,1.68,1.0,1.65,1.19,0.77,1.96,1.12,1.89,2017-2018
86.0,Swansea City,Premier League,26.0,27.2,45.3,38.0,418.0,3420.0,38.0,27.0,20.0,47.0,26.0,1.0,1.0,51.0,0.0,31.6,30.8,20.2,51.0,596.0,1194.0,0.71,0.53,1.24,0.68,1.21,0.83,0.53,1.36,0.81,1.34,2017-2018
87.0,Torino,Serie A,27.0,28.1,51.1,38.0,418.0,3420.0,38.0,53.0,36.0,89.0,53.0,0.0,2.0,78.0,0.0,46.0,44.4,35.1,79.6,703.0,1425.0,1.39,0.95,2.34,1.39,2.34,1.21,0.92,2.14,1.17,2.09,2017-2018
88.0,Tottenham,Premier League,25.0,25.8,61.8,38.0,418.0,3420.0,38.0,70.0,51.0,121.0,68.0,2.0,3.0,52.0,0.0,64.7,62.3,49.0,111.3,862.0,2249.0,1.84,1.34,3.18,1.79,3.13,1.7,1.29,2.99,1.64,2.93,2017-2018
89.0,Toulouse,Ligue 1,25.0,23.9,45.7,38.0,418.0,3420.0,38.0,35.0,24.0,59.0,27.0,8.0,11.0,93.0,3.0,45.5,37.0,29.1,66.1,667.0,1473.0,0.92,0.63,1.55,0.71,1.34,1.2,0.77,1.96,0.97,1.74,2017-2018
90.0,Troyes,Ligue 1,25.0,26.7,42.6,38.0,418.0,3420.0,38.0,30.0,21.0,51.0,28.0,2.0,3.0,78.0,7.0,38.0,35.7,26.5,62.2,564.0,1333.0,0.79,0.55,1.34,0.74,1.29,1.0,0.7,1.7,0.94,1.64,2017-2018
91.0,Udinese,Serie A,27.0,26.5,44.7,38.0,418.0,3420.0,38.0,45.0,27.0,72.0,38.0,7.0,7.0,72.0,0.0,43.2,37.7,29.4,67.1,605.0,1364.0,1.18,0.71,1.89,1.0,1.71,1.14,0.77,1.91,0.99,1.77,2017-2018
92.0,Valencia,La Liga,25.0,24.8,48.6,38.0,418.0,3420.0,38.0,63.0,45.0,108.0,55.0,8.0,8.0,107.0,5.0,56.0,49.8,39.9,89.7,739.0,1563.0,1.66,1.18,2.84,1.45,2.63,1.47,1.05,2.52,1.31,2.36,2017-2018
93.0,Villarreal,La Liga,32.0,26.6,50.4,38.0,418.0,3420.0,38.0,56.0,45.0,101.0,52.0,4.0,5.0,117.0,6.0,53.3,49.3,42.0,91.3,719.0,1453.0,1.47,1.18,2.66,1.37,2.55,1.4,1.11,2.51,1.3,2.4,2017-2018
94.0,Watford,Premier League,29.0,27.9,49.7,38.0,418.0,3420.0,38.0,42.0,27.0,69.0,39.0,3.0,6.0,65.0,0.0,45.0,40.2,29.2,69.4,647.0,1455.0,1.11,0.71,1.82,1.03,1.74,1.19,0.77,1.95,1.06,1.83,2017-2018
95.0,Werder Bremen,Bundesliga,25.0,26.3,47.4,34.0,374.0,3060.0,34.0,34.0,27.0,61.0,34.0,0.0,0.0,55.0,0.0,38.9,38.9,31.6,70.5,572.0,1473.0,1.0,0.79,1.79,1.0,1.79,1.14,0.93,2.07,1.14,2.07,2017-2018
96.0,West Brom,Premier League,24.0,29.1,40.7,38.0,418.0,3420.0,38.0,31.0,24.0,55.0,30.0,1.0,1.0,73.0,0.0,36.5,35.7,25.9,61.6,507.0,1106.0,0.82,0.63,1.45,0.79,1.42,0.96,0.68,1.64,0.94,1.62,2017-2018
97.0,West Ham,Premier League,27.0,28.0,45.2,38.0,418.0,3420.0,38.0,48.0,29.0,77.0,46.0,2.0,4.0,75.0,0.0,36.7,33.6,24.9,58.4,523.0,1179.0,1.26,0.76,2.03,1.21,1.97,0.97,0.65,1.62,0.88,1.54,2017-2018
98.0,Wolfsburg,Bundesliga,29.0,25.1,49.3,34.0,374.0,3060.0,34.0,36.0,26.0,62.0,35.0,1.0,6.0,65.0,0.0,34.2,29.7,21.5,51.2,502.0,1304.0,1.06,0.76,1.82,1.03,1.79,1.01,0.63,1.64,0.87,1.51,2017-2018
1.0,Alavés,La Liga,26.0,26.7,42.7,38.0,418.0,3420.0,38.0,39.0,27.0,66.0,37.0,2.0,3.0,101.0,1.0,41.1,38.8,29.0,67.8,511.0,1113.0,1.03,0.71,1.74,0.97,1.68,1.08,0.76,1.85,1.02,1.79,2018-2019
2.0,Amiens,Ligue 1,26.0,26.5,46.5,38.0,418.0,3420.0,38.0,30.0,22.0,52.0,28.0,2.0,3.0,62.0,6.0,35.4,33.0,23.4,56.4,518.0,1274.0,0.79,0.58,1.37,0.74,1.32,0.93,0.62,1.55,0.87,1.48,2018-2019
3.0,Angers,Ligue 1,24.0,28.0,43.3,38.0,418.0,3420.0,38.0,42.0,27.0,69.0,37.0,5.0,10.0,49.0,4.0,50.7,42.8,33.5,76.3,700.0,1320.0,1.11,0.71,1.82,0.97,1.68,1.33,0.88,2.22,1.13,2.01,2018-2019
4.0,Arsenal,Premier League,28.0,26.7,58.1,38.0,418.0,3420.0,38.0,69.0,52.0,121.0,65.0,4.0,5.0,74.0,2.0,60.1,56.0,46.7,102.7,868.0,1874.0,1.82,1.37,3.18,1.71,3.08,1.58,1.23,2.81,1.47,2.7,2018-2019
5.0,Atalanta,Serie A,27.0,26.5,57.3,38.0,418.0,3420.0,38.0,75.0,60.0,135.0,73.0,2.0,4.0,63.0,3.0,72.2,69.0,55.8,124.8,1104.0,1939.0,1.97,1.58,3.55,1.92,3.5,1.9,1.47,3.37,1.82,3.28,2018-2019
6.0,Athletic Club,La Liga,27.0,27.6,50.0,38.0,418.0,3420.0,38.0,39.0,26.0,65.0,34.0,5.0,7.0,120.0,4.0,43.4,37.8,30.7,68.5,626.0,1452.0,1.03,0.68,1.71,0.89,1.58,1.14,0.81,1.95,0.99,1.8,2018-2019
7.0,Atlético Madrid,La Liga,29.0,26.4,49.2,38.0,418.0,3420.0,38.0,53.0,36.0,89.0,50.0,3.0,4.0,103.0,5.0,47.3,44.1,35.3,79.5,677.0,1386.0,1.39,0.95,2.34,1.32,2.26,1.24,0.93,2.17,1.16,2.09,2018-2019
8.0,Augsburg,Bundesliga,30.0,26.5,46.4,34.0,374.0,3060.0,34.0,50.0,33.0,83.0,45.0,5.0,5.0,55.0,1.0,45.3,41.8,32.0,73.9,515.0,1158.0,1.47,0.97,2.44,1.32,2.29,1.33,0.94,2.28,1.23,2.17,2018-2019
9.0,Barcelona,La Liga,30.0,27.7,64.4,38.0,418.0,3420.0,38.0,88.0,61.0,149.0,80.0,8.0,9.0,77.0,2.0,75.8,68.7,55.8,124.6,851.0,2110.0,2.32,1.61,3.92,2.11,3.71,1.99,1.47,3.46,1.81,3.28,2018-2019
10.0,Bayern Munich,Bundesliga,24.0,27.4,65.7,34.0,374.0,3060.0,34.0,86.0,62.0,148.0,83.0,3.0,4.0,44.0,2.0,85.6,82.4,66.1,148.5,960.0,2192.0,2.53,1.82,4.35,2.44,4.26,2.52,1.94,4.46,2.42,4.37,2018-2019
11.0,Betis,La Liga,25.0,26.7,61.8,38.0,418.0,3420.0,38.0,43.0,30.0,73.0,38.0,5.0,7.0,89.0,1.0,47.1,41.5,32.9,74.4,887.0,1631.0,1.13,0.79,1.92,1.0,1.79,1.24,0.87,2.1,1.09,1.96,2018-2019
12.0,Bologna,Serie A,29.0,27.0,44.9,38.0,418.0,3420.0,38.0,45.0,35.0,80.0,40.0,5.0,5.0,94.0,6.0,46.8,42.9,30.8,73.7,675.0,1328.0,1.18,0.92,2.11,1.05,1.97,1.23,0.81,2.04,1.13,1.94,2018-2019
13.0,Bordeaux,Ligue 1,33.0,25.3,50.1,38.0,418.0,3420.0,38.0,34.0,26.0,60.0,29.0,5.0,6.0,74.0,5.0,39.7,35.0,29.5,64.5,742.0,1374.0,0.89,0.68,1.58,0.76,1.45,1.05,0.78,1.82,0.92,1.7,2018-2019
14.0,Bournemouth,Premier League,28.0,26.6,46.9,38.0,418.0,3420.0,38.0,55.0,43.0,98.0,48.0,7.0,9.0,60.0,1.0,53.3,46.2,38.8,85.0,738.0,1435.0,1.45,1.13,2.58,1.26,2.39,1.4,1.02,2.42,1.22,2.24,2018-2019
15.0,Brighton,Premier League,21.0,27.4,42.4,38.0,418.0,3420.0,38.0,35.0,24.0,59.0,30.0,5.0,6.0,62.0,4.0,35.3,30.7,24.5,55.2,475.0,1150.0,0.92,0.63,1.55,0.79,1.42,0.93,0.64,1.57,0.81,1.45,2018-2019
16.0,Burnley,Premier League,23.0,28.0,41.2,38.0,418.0,3420.0,38.0,43.0,32.0,75.0,41.0,2.0,2.0,75.0,1.0,44.4,42.8,31.2,74.0,421.0,1032.0,1.13,0.84,1.97,1.08,1.92,1.17,0.82,1.99,1.13,1.95,2018-2019
17.0,Caen,Ligue 1,26.0,25.8,44.0,38.0,418.0,3420.0,38.0,29.0,17.0,46.0,25.0,4.0,4.0,83.0,6.0,31.0,27.9,20.6,48.5,500.0,1019.0,0.76,0.45,1.21,0.66,1.11,0.82,0.54,1.36,0.73,1.28,2018-2019
18.0,Cagliari,Serie A,30.0,27.9,49.8,38.0,418.0,3420.0,38.0,35.0,27.0,62.0,33.0,2.0,3.0,99.0,9.0,42.1,39.7,30.7,70.4,555.0,1288.0,0.92,0.71,1.63,0.87,1.58,1.11,0.81,1.91,1.05,1.85,2018-2019
19.0,Cardiff City,Premier League,25.0,27.7,35.4,38.0,418.0,3420.0,38.0,33.0,20.0,53.0,30.0,3.0,4.0,66.0,1.0,42.4,39.2,27.6,66.8,434.0,918.0,0.87,0.53,1.39,0.79,1.32,1.11,0.73,1.84,1.03,1.76,2018-2019
20.0,Celta Vigo,La Liga,28.0,25.5,51.6,38.0,418.0,3420.0,38.0,52.0,37.0,89.0,45.0,7.0,7.0,84.0,6.0,46.5,41.2,33.6,74.8,673.0,1288.0,1.37,0.97,2.34,1.18,2.16,1.22,0.88,2.11,1.08,1.97,2018-2019
21.0,Chelsea,Premier League,24.0,27.3,62.9,38.0,418.0,3420.0,38.0,61.0,52.0,113.0,56.0,5.0,5.0,49.0,0.0,58.6,54.6,44.9,99.6,1058.0,2155.0,1.61,1.37,2.97,1.47,2.84,1.54,1.18,2.72,1.44,2.62,2018-2019
22.0,Chievo,Serie A,36.0,28.3,43.3,38.0,418.0,3420.0,38.0,25.0,17.0,42.0,21.0,4.0,6.0,116.0,7.0,36.0,31.7,25.6,57.3,500.0,1229.0,0.66,0.45,1.11,0.55,1.0,0.95,0.67,1.62,0.83,1.51,2018-2019
23.0,Crystal Palace,Premier League,26.0,27.4,45.2,38.0,418.0,3420.0,38.0,48.0,33.0,81.0,38.0,10.0,11.0,59.0,2.0,47.6,39.2,29.5,68.7,771.0,1458.0,1.26,0.87,2.13,1.0,1.87,1.25,0.78,2.03,1.03,1.81,2018-2019
24.0,Dijon,Ligue 1,26.0,27.1,47.9,38.0,418.0,3420.0,38.0,29.0,21.0,50.0,26.0,3.0,4.0,79.0,7.0,39.8,36.6,28.1,64.8,677.0,1334.0,0.76,0.55,1.32,0.68,1.24,1.05,0.74,1.79,0.96,1.7,2018-2019
25.0,Dortmund,Bundesliga,23.0,24.8,58.1,34.0,374.0,3060.0,34.0,80.0,60.0,140.0,76.0,4.0,4.0,40.0,3.0,61.5,58.4,46.0,104.4,784.0,1637.0,2.35,1.76,4.12,2.24,4.0,1.81,1.35,3.16,1.72,3.07,2018-2019
26.0,Düsseldorf,Bundesliga,24.0,26.9,43.2,34.0,374.0,3060.0,34.0,48.0,35.0,83.0,43.0,5.0,7.0,67.0,1.0,47.1,41.6,32.2,73.8,553.0,1202.0,1.41,1.03,2.44,1.26,2.29,1.39,0.95,2.33,1.22,2.17,2018-2019
27.0,Eibar,La Liga,25.0,28.5,54.0,38.0,418.0,3420.0,38.0,46.0,26.0,72.0,39.0,7.0,8.0,82.0,2.0,54.8,48.6,36.7,85.3,565.0,1619.0,1.21,0.68,1.89,1.03,1.71,1.44,0.96,2.41,1.28,2.24,2018-2019
28.0,Eint Frankfurt,Bundesliga,30.0,26.4,47.2,34.0,374.0,3060.0,34.0,60.0,42.0,102.0,56.0,4.0,4.0,60.0,3.0,57.2,54.4,42.9,97.3,625.0,1247.0,1.76,1.24,3.0,1.65,2.88,1.68,1.26,2.95,1.6,2.86,2018-2019
29.0,Empoli,Serie A,29.0,26.4,47.9,38.0,418.0,3420.0,38.0,48.0,36.0,84.0,44.0,4.0,7.0,74.0,3.0,52.4,46.8,37.5,84.3,801.0,1567.0,1.26,0.95,2.21,1.16,2.11,1.38,0.99,2.36,1.23,2.22,2018-2019
30.0,Espanyol,La Liga,25.0,27.7,49.4,38.0,418.0,3420.0,38.0,43.0,26.0,69.0,39.0,4.0,4.0,92.0,2.0,48.9,45.8,33.8,79.6,642.0,1495.0,1.13,0.68,1.82,1.03,1.71,1.29,0.89,2.18,1.21,2.1,2018-2019
31.0,Everton,Premier League,23.0,25.7,51.5,38.0,418.0,3420.0,38.0,53.0,34.0,87.0,51.0,2.0,5.0,57.0,4.0,49.7,45.7,33.7,79.4,697.0,1581.0,1.39,0.89,2.29,1.34,2.24,1.31,0.89,2.19,1.2,2.09,2018-2019
32.0,Fiorentina,Serie A,27.0,24.1,50.4,38.0,418.0,3420.0,38.0,45.0,24.0,69.0,40.0,5.0,6.0,91.0,5.0,54.0,49.2,35.8,85.0,801.0,1544.0,1.18,0.63,1.82,1.05,1.68,1.42,0.94,2.36,1.3,2.24,2018-2019
33.0,Freiburg,Bundesliga,28.0,25.8,44.0,34.0,374.0,3060.0,34.0,44.0,25.0,69.0,39.0,5.0,6.0,57.0,3.0,40.9,36.2,26.5,62.6,507.0,1064.0,1.29,0.74,2.03,1.15,1.88,1.2,0.78,1.98,1.06,1.84,2018-2019
34.0,Frosinone,Serie A,33.0,26.4,41.5,38.0,418.0,3420.0,38.0,28.0,21.0,49.0,24.0,4.0,5.0,99.0,2.0,38.9,35.1,27.1,62.2,520.0,1220.0,0.74,0.55,1.29,0.63,1.18,1.02,0.71,1.74,0.92,1.64,2018-2019
35.0,Fulham,Premier League,28.0,26.0,48.8,38.0,418.0,3420.0,38.0,33.0,24.0,57.0,31.0,2.0,3.0,72.0,2.0,41.3,39.0,30.0,69.0,628.0,1487.0,0.87,0.63,1.5,0.82,1.45,1.09,0.79,1.88,1.03,1.82,2018-2019
36.0,Genoa,Serie A,31.0,26.0,43.4,38.0,418.0,3420.0,38.0,37.0,26.0,63.0,33.0,4.0,5.0,96.0,7.0,46.9,43.0,32.5,75.5,690.0,1274.0,0.97,0.68,1.66,0.87,1.55,1.24,0.86,2.09,1.13,1.99,2018-2019
37.0,Getafe,La Liga,26.0,27.5,40.7,38.0,418.0,3420.0,38.0,47.0,34.0,81.0,41.0,6.0,6.0,111.0,7.0,46.2,41.6,32.9,74.4,448.0,1131.0,1.24,0.89,2.13,1.08,1.97,1.22,0.87,2.08,1.09,1.96,2018-2019
38.0,Girona,La Liga,26.0,26.6,48.0,38.0,418.0,3420.0,38.0,37.0,23.0,60.0,31.0,6.0,6.0,83.0,4.0,43.5,39.3,29.3,68.6,634.0,1316.0,0.97,0.61,1.58,0.82,1.42,1.14,0.77,1.91,1.04,1.81,2018-2019
39.0,Gladbach,Bundesliga,22.0,26.5,53.1,34.0,374.0,3060.0,34.0,53.0,43.0,96.0,49.0,4.0,7.0,43.0,0.0,52.2,46.7,36.7,83.4,775.0,1532.0,1.56,1.26,2.82,1.44,2.71,1.54,1.08,2.62,1.37,2.45,2018-2019
40.0,Guingamp,Ligue 1,30.0,26.0,44.1,38.0,418.0,3420.0,38.0,28.0,21.0,49.0,23.0,5.0,6.0,58.0,5.0,40.4,35.7,28.8,64.5,645.0,1398.0,0.74,0.55,1.29,0.61,1.16,1.06,0.76,1.82,0.94,1.7,2018-2019
41.0,Hannover 96,Bundesliga,32.0,26.3,46.3,34.0,374.0,3060.0,34.0,30.0,20.0,50.0,27.0,3.0,3.0,64.0,4.0,37.2,34.9,27.2,62.0,572.0,1105.0,0.88,0.59,1.47,0.79,1.38,1.1,0.8,1.89,1.03,1.82,2018-2019
42.0,Hertha BSC,Bundesliga,26.0,25.9,47.9,34.0,374.0,3060.0,34.0,49.0,32.0,81.0,45.0,4.0,4.0,67.0,5.0,51.0,48.0,36.8,84.8,562.0,1241.0,1.44,0.94,2.38,1.32,2.26,1.5,1.08,2.58,1.41,2.49,2018-2019
43.0,Hoffenheim,Bundesliga,29.0,25.5,53.8,34.0,374.0,3060.0,34.0,69.0,49.0,118.0,63.0,6.0,7.0,69.0,2.0,75.9,70.6,56.8,127.3,950.0,1589.0,2.03,1.44,3.47,1.85,3.29,2.23,1.67,3.9,2.08,3.74,2018-2019
44.0,Huddersfield,Premier League,31.0,26.2,47.2,38.0,418.0,3420.0,38.0,21.0,13.0,34.0,20.0,1.0,1.0,57.0,4.0,28.8,28.0,19.9,47.9,601.0,1248.0,0.55,0.34,0.89,0.53,0.87,0.76,0.52,1.28,0.74,1.26,2018-2019
45.0,Huesca,La Liga,30.0,26.7,44.5,38.0,418.0,3420.0,38.0,43.0,28.0,71.0,37.0,6.0,7.0,114.0,3.0,50.8,45.4,34.6,80.0,653.0,1209.0,1.13,0.74,1.87,0.97,1.71,1.34,0.91,2.25,1.19,2.1,2018-2019
46.0,Inter,Serie A,23.0,27.7,59.4,38.0,418.0,3420.0,38.0,57.0,36.0,93.0,49.0,8.0,9.0,75.0,3.0,63.8,56.8,45.4,102.3,954.0,1917.0,1.5,0.95,2.45,1.29,2.24,1.68,1.2,2.88,1.5,2.69,2018-2019
47.0,Juventus,Serie A,31.0,28.0,55.9,38.0,418.0,3420.0,38.0,66.0,44.0,110.0,59.0,7.0,8.0,78.0,4.0,60.7,54.5,42.5,97.1,926.0,1853.0,1.74,1.16,2.89,1.55,2.71,1.6,1.12,2.72,1.44,2.55,2018-2019
48.0,Lazio,Serie A,30.0,27.9,50.8,38.0,418.0,3420.0,38.0,54.0,35.0,89.0,48.0,6.0,6.0,90.0,4.0,60.4,55.8,44.4,100.2,912.0,1737.0,1.42,0.92,2.34,1.26,2.18,1.59,1.17,2.76,1.47,2.64,2018-2019
49.0,Leganés,La Liga,29.0,26.6,43.1,38.0,418.0,3420.0,38.0,36.0,25.0,61.0,33.0,3.0,5.0,106.0,4.0,40.6,36.8,28.1,64.9,447.0,1153.0,0.95,0.66,1.61,0.87,1.53,1.07,0.74,1.81,0.97,1.71,2018-2019
50.0,Leicester City,Premier League,25.0,25.9,50.9,38.0,418.0,3420.0,38.0,48.0,34.0,82.0,43.0,5.0,7.0,63.0,5.0,52.4,47.3,37.6,84.9,752.0,1537.0,1.26,0.89,2.16,1.13,2.03,1.38,0.99,2.37,1.24,2.23,2018-2019
